loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_start_date,loan_status
479,2714,Car Loan,709458,14.54,2018-05-26,Active
480,1738,Education Loan,4375221,13.91,2020-06-28,Active
481,1085,Car Loan,3496761,13.6,2021-09-17,Active
482,2072,Home Loan,4793884,11.69,2018-05-31,Active
483,2837,Car Loan,4643940,9.72,2020-01-29,Active
484,2564,Education Loan,2640803,12.88,2018-10-08,Active
485,1083,Personal Loan,1834612,10.4,2020-01-10,Active
486,3733,Car Loan,1946059,12.19,2020-02-22,Active
487,3655,Car Loan,3972851,10.27,2018-06-11,Default
488,3269,Home Loan,1699427,14.49,2023-03-09,Active
489,5464,Home Loan,2023760,9.87,2020-08-14,Active
490,5916,Home Loan,2079947,8.41,2018-09-20,Active
491,4349,Personal Loan,4591547,7.81,2022-03-07,Active
492,4993,Home Loan,437476,15.5,2018-04-10,Active
493,5642,Education Loan,2251039,13.07,2023-03-23,Default
494,1015,Car Loan,4633255,7.82,2020-11-18,Closed
495,5048,Car Loan,4337165,10.6,2020-06-16,Active
496,1934,Home Loan,2393571,12.33,2019-06-23,Active
497,3251,Home Loan,4675908,8.17,2019-06-10,Active
498,5179,Car Loan,1753886,7.37,2019-07-29,Closed
499,2246,Personal Loan,595366,10.44,2023-03-19,Active
500,5710,Home Loan,1429191,12.46,2020-10-17,Default
501,682,Education Loan,2433724,10.53,2021-05-02,Active
502,5074,Personal Loan,2987582,9.88,2018-10-01,Active
503,581,Car Loan,4516145,14.12,2023-04-21,Active
504,2976,Home Loan,675271,8.29,2018-04-13,Active
505,941,Car Loan,2778490,12.56,2022-09-08,Active
506,1986,Personal Loan,1586284,12.66,2022-01-23,Active
507,5264,Education Loan,1644458,13.15,2019-10-14,Closed
508,2082,Home Loan,1659448,13.3,2023-06-14,Active
509,2543,Car Loan,4280965,7.86,2019-10-09,Default
510,3195,Education Loan,2590747,12.99,2021-12-23,Active
511,3950,Education Loan,3686783,8.24,2018-03-04,Active
512,566,Personal Loan,3354858,7.95,2023-02-11,Default
513,2009,Car Loan,325092,14.31,2019-10-08,Active
514,2476,Car Loan,1803973,11.65,2022-06-22,Active
515,281,Personal Loan,907536,13.03,2019-04-07,Active
516,1656,Personal Loan,626180,10.44,2023-03-12,Active
517,5249,Car Loan,1638424,8.04,2023-02-10,Active
518,3350,Home Loan,886955,13.1,2022-03-28,Active
519,2320,Personal Loan,4289571,15.16,2019-08-26,Closed
520,667,Personal Loan,3558401,10.19,2022-01-06,Active
521,3034,Home Loan,1361544,13.72,2021-06-13,Active
522,787,Home Loan,484692,14.56,2020-07-13,Active
523,2548,Education Loan,734462,10.29,2018-01-11,Closed
524,2131,Car Loan,2098850,13.16,2022-09-28,Default
525,4867,Car Loan,4902984,8.8,2018-05-12,Active
526,3086,Personal Loan,2586351,14.82,2020-06-30,Closed
527,5075,Home Loan,1226796,10.77,2021-06-05,Default
528,1297,Home Loan,3528953,13.06,2021-04-14,Active
529,1388,Education Loan,1943768,14.19,2023-01-25,Active
530,4467,Personal Loan,4498523,9.25,2022-04-06,Closed
531,4128,Home Loan,867290,7.2,2018-01-12,Default
532,646,Home Loan,2151763,8.44,2023-01-17,Default
533,1786,Home Loan,2998382,12.62,2021-09-12,Active
534,3397,Personal Loan,985941,15.35,2023-02-17,Closed
535,4053,Education Loan,635952,6.72,2018-02-14,Active
536,4544,Personal Loan,4679466,10.3,2019-08-28,Active
537,3123,Car Loan,4501059,15.43,2021-08-24,Default
538,31,Car Loan,4053957,7.52,2022-05-22,Closed
539,5412,Education Loan,3335632,12.26,2021-10-30,Closed
540,876,Home Loan,2335366,11.33,2021-05-11,Closed
541,5638,Personal Loan,4540274,15.14,2022-12-11,Default
542,2854,Car Loan,4365224,6.95,2022-11-21,Default
543,1786,Personal Loan,3667713,9.63,2019-06-04,Active
544,1939,Home Loan,1750490,12.44,2019-07-31,Active
545,4368,Home Loan,4631515,7.74,2019-08-05,Active
546,902,Home Loan,4654568,7.42,2021-09-05,Closed
547,2035,Home Loan,2895943,15.04,2020-06-11,Active
548,3628,Home Loan,4879541,7.81,2021-04-06,Active
549,772,Education Loan,1113592,8.31,2021-01-04,Active
550,102,Car Loan,920208,13.78,2021-07-04,Closed
551,5747,Home Loan,3257534,9.61,2020-01-27,Closed
552,3197,Home Loan,3423848,15.38,2019-04-25,Active
553,2487,Car Loan,1487767,8.68,2018-05-27,Active
554,1055,Personal Loan,243118,8.57,2022-10-09,Active
555,2549,Home Loan,576474,14.04,2021-05-13,Active
556,3979,Car Loan,1567171,15.1,2022-02-21,Closed
557,4542,Car Loan,2733737,10.79,2020-12-10,Closed
558,3009,Personal Loan,1543216,14.51,2021-08-19,Closed
559,91,Personal Loan,3933458,7.77,2018-11-29,Active
560,4612,Car Loan,868433,8.11,2020-08-10,Default
561,5999,Home Loan,4742621,6.93,2020-11-07,Default
562,3431,Car Loan,4683665,12.7,2019-06-18,Active
563,4958,Personal Loan,3042603,8.62,2022-10-17,Active
564,5407,Education Loan,2338190,13.25,2019-01-25,Active
565,266,Education Loan,1571622,7.91,2021-08-18,Active
566,3588,Education Loan,2956026,9.77,2021-05-30,Active
567,2490,Car Loan,210768,14.96,2022-08-14,Closed
568,3826,Education Loan,4426983,7.5,2018-06-03,Active
569,3797,Home Loan,1339976,13.11,2023-03-17,Active
570,1439,Personal Loan,1930211,9.74,2019-08-18,Active
571,2847,Home Loan,4100902,8.72,2018-03-04,Default
572,3999,Personal Loan,4396789,14.25,2021-10-08,Closed
573,1788,Home Loan,941002,11.91,2019-01-25,Active
574,4706,Home Loan,4403650,11.96,2018-01-21,Active
575,1709,Education Loan,2904861,9.88,2021-10-14,Active
576,2269,Car Loan,2253490,6.58,2019-08-20,Active
577,4630,Personal Loan,2597759,14.63,2018-04-23,Active
578,2669,Car Loan,654250,9.87,2021-09-27,Active
579,5019,Personal Loan,3379046,10.42,2018-07-01,Active
580,973,Car Loan,1106388,13.75,2022-01-24,Active
581,67,Education Loan,2903480,13.95,2021-02-03,Default
582,4120,Car Loan,2759408,12.47,2021-01-09,Closed
583,2087,Home Loan,1462212,12.19,2018-11-14,Active
584,2202,Education Loan,2630543,12.29,2020-01-19,Active
585,2316,Car Loan,3901709,12.89,2021-10-18,Active
586,1642,Personal Loan,3753955,7.21,2018-09-09,Active
587,2598,Education Loan,4695542,11.17,2018-06-12,Active
588,4401,Education Loan,4723481,8.9,2018-01-11,Default
589,2994,Car Loan,2426761,9.68,2023-01-24,Active
590,3354,Home Loan,3574926,14.77,2020-11-07,Active
591,1476,Car Loan,2109112,10.86,2021-01-31,Active
592,2830,Education Loan,2914194,8.5,2020-03-21,Active
593,4586,Personal Loan,1411506,10.09,2018-08-21,Default
594,2353,Home Loan,432410,6.97,2022-07-12,Active
595,5881,Home Loan,2399904,11.17,2018-01-05,Active
596,2132,Home Loan,113402,7.19,2018-06-08,Active
597,3229,Home Loan,665333,8.32,2019-08-04,Active
598,5919,Personal Loan,2782870,15.15,2019-11-20,Active
599,492,Home Loan,4288095,11.26,2019-05-19,Active
600,2710,Personal Loan,807352,12.28,2021-08-23,Active
601,3558,Car Loan,3526131,8.39,2018-12-04,Active
602,3287,Education Loan,3304764,11.32,2022-07-18,Default
603,2698,Personal Loan,2729278,9.23,2023-03-28,Default
604,1907,Home Loan,4914481,14.32,2019-09-14,Active
605,3533,Home Loan,2750953,7.77,2021-12-21,Active
606,2565,Personal Loan,3184326,7.8,2018-11-14,Closed
607,3737,Home Loan,569838,11.05,2022-11-21,Active
608,3286,Personal Loan,2155170,10.08,2023-05-28,Active
609,5558,Home Loan,3237338,7.44,2020-11-16,Closed
610,2681,Car Loan,116193,10.86,2020-02-08,Active
611,152,Home Loan,3793553,14.67,2023-03-25,Active
612,120,Home Loan,1898113,10.0,2021-01-09,Active
613,3736,Home Loan,3859889,9.11,2019-11-13,Closed
614,3227,Home Loan,4096046,8.86,2021-07-30,Default
615,963,Car Loan,4337529,12.12,2020-01-08,Active
616,4124,Personal Loan,1175513,9.99,2022-10-01,Default
617,4662,Education Loan,621586,9.77,2019-05-25,Active
618,5617,Home Loan,2978235,15.13,2021-11-03,Default
619,3543,Personal Loan,1023962,10.01,2023-03-11,Closed
620,4926,Personal Loan,1284739,12.41,2018-06-25,Active
621,2973,Personal Loan,3785031,13.17,2020-01-12,Active
622,1181,Personal Loan,2649884,8.01,2022-05-08,Default
623,2919,Car Loan,4989088,12.78,2020-04-30,Active
624,360,Home Loan,3843805,7.31,2019-04-06,Active
625,5962,Education Loan,3214190,9.02,2020-12-08,Active
626,46,Car Loan,3764788,12.08,2020-06-08,Active
627,1669,Home Loan,3795694,12.6,2020-06-04,Default
628,4980,Education Loan,3315757,14.17,2020-02-21,Active
629,5132,Education Loan,1534732,7.61,2020-01-31,Active
630,1044,Home Loan,681046,9.64,2019-12-22,Active
631,1417,Personal Loan,1538994,9.74,2023-01-10,Active
632,1470,Car Loan,3954490,12.59,2019-07-08,Active
633,590,Education Loan,3201797,14.32,2018-03-05,Active
634,523,Car Loan,4192236,6.7,2022-10-03,Closed
635,4728,Personal Loan,1634904,10.32,2022-08-22,Default
636,3814,Home Loan,4532373,8.59,2019-10-15,Active
637,1404,Home Loan,4932774,9.59,2023-03-03,Closed
638,4515,Home Loan,3327269,13.61,2022-11-12,Default
639,5157,Education Loan,568350,12.06,2018-05-30,Default
640,997,Personal Loan,2667523,12.33,2023-03-04,Active
641,3603,Education Loan,4893251,12.49,2019-05-24,Active
642,57,Education Loan,1396503,6.6,2019-03-03,Active
643,1147,Car Loan,4890391,10.97,2018-04-16,Active
644,2748,Car Loan,4744137,15.24,2020-08-19,Active
645,872,Car Loan,1857227,8.22,2020-11-20,Active
646,3697,Education Loan,2779259,9.44,2019-05-06,Active
647,2775,Personal Loan,4165354,7.45,2019-07-18,Active
648,2692,Personal Loan,1770543,11.25,2018-07-06,Active
649,2244,Education Loan,4870960,10.96,2021-07-21,Active
650,745,Car Loan,4255036,6.96,2018-01-12,Active
651,3715,Personal Loan,2394013,14.77,2021-02-07,Active
652,4678,Home Loan,3939330,6.91,2021-06-29,Active
653,3301,Education Loan,3330127,11.0,2020-07-04,Active
654,2097,Personal Loan,299719,11.79,2022-03-29,Active
655,788,Education Loan,2534386,8.35,2021-02-02,Closed
656,285,Personal Loan,4515212,11.76,2022-02-24,Active
657,5588,Home Loan,3404647,10.92,2022-08-03,Active
658,2424,Education Loan,863833,13.99,2021-01-26,Closed
659,428,Education Loan,1312698,12.73,2018-08-09,Default
660,3982,Personal Loan,1555315,7.72,2022-11-15,Closed
661,4500,Car Loan,3688263,8.34,2022-04-25,Closed
662,1845,Education Loan,347701,12.57,2022-08-21,Active
663,3703,Car Loan,1059391,8.04,2022-11-22,Active
664,3487,Personal Loan,401893,14.21,2022-02-16,Active
665,5247,Personal Loan,2483221,7.3,2018-03-08,Closed
666,5217,Home Loan,3309349,10.1,2018-02-27,Active
667,1509,Education Loan,2577836,10.56,2023-04-10,Active
668,3316,Car Loan,740491,9.98,2021-10-16,Closed
669,5516,Education Loan,2582750,14.06,2018-03-08,Active
670,4234,Home Loan,4839794,10.31,2020-12-23,Closed
671,4320,Education Loan,818930,9.23,2022-01-14,Closed
672,817,Education Loan,4254788,13.71,2020-11-29,Active
673,1585,Education Loan,4948345,13.87,2022-12-23,Default
674,2061,Home Loan,4445035,8.48,2022-05-04,Active
675,920,Education Loan,3331901,14.38,2018-05-22,Closed
676,2123,Car Loan,3106390,13.18,2023-02-28,Closed
677,2882,Home Loan,1557705,11.52,2021-08-20,Active
678,135,Home Loan,3547838,13.79,2022-09-25,Active
679,4089,Personal Loan,3610253,8.42,2021-11-19,Active
680,5465,Personal Loan,3207181,15.24,2020-07-09,Active
681,2763,Personal Loan,2455086,12.11,2021-04-11,Active
682,4411,Personal Loan,1390827,14.87,2020-11-23,Default
683,2292,Education Loan,222237,7.67,2022-02-19,Closed
684,5858,Home Loan,3609516,10.89,2020-10-26,Active
685,4060,Education Loan,1560896,10.36,2023-02-26,Closed
686,3368,Home Loan,1340084,8.04,2020-01-31,Active
687,2150,Education Loan,1074553,9.51,2019-04-22,Closed
688,5102,Personal Loan,2885071,15.0,2021-01-02,Default
689,5793,Home Loan,4524228,9.74,2022-05-20,Active
690,1970,Personal Loan,187216,15.3,2020-09-21,Active
691,1466,Home Loan,1424377,9.89,2022-09-21,Closed
692,2847,Car Loan,1014003,10.46,2018-06-17,Active
693,2626,Home Loan,4103709,6.69,2021-10-30,Active
694,4092,Education Loan,1547630,9.07,2018-04-22,Active
695,2318,Education Loan,4536094,6.74,2020-08-23,Closed
696,5596,Education Loan,2978982,10.98,2022-10-25,Closed
697,3743,Personal Loan,4991948,10.95,2021-10-22,Active
698,3756,Home Loan,348035,9.74,2022-05-31,Active
699,5205,Car Loan,2732202,10.92,2022-08-01,Active
700,70,Education Loan,2648803,7.43,2022-05-02,Active
701,5842,Home Loan,2945959,10.4,2021-11-18,Active
702,2968,Education Loan,4449938,12.66,2022-08-26,Closed
703,4472,Personal Loan,3300844,12.73,2018-09-18,Default
704,2373,Home Loan,2378002,9.21,2018-01-17,Active
705,394,Personal Loan,3197968,11.15,2020-06-12,Active
706,4969,Education Loan,4122210,11.02,2019-01-11,Active
707,3439,Education Loan,4558654,13.65,2022-01-02,Active
708,3087,Personal Loan,1432949,8.56,2022-04-23,Active
709,3582,Home Loan,3763531,14.37,2019-09-13,Active
710,4801,Education Loan,4841736,7.23,2021-09-17,Active
711,3266,Education Loan,2868175,12.9,2022-11-12,Active
712,5067,Home Loan,1041991,9.46,2019-02-17,Closed
713,674,Personal Loan,691219,8.45,2020-06-10,Closed
714,3698,Personal Loan,3560268,10.58,2019-12-01,Default
715,1147,Home Loan,4152802,11.92,2019-06-23,Active
716,932,Home Loan,2967919,8.99,2022-04-01,Active
717,5547,Car Loan,3140212,10.88,2018-07-13,Closed
718,1734,Car Loan,4327254,10.67,2019-09-17,Active
719,2814,Home Loan,2637593,13.84,2020-04-25,Active
720,1000,Education Loan,306779,10.05,2018-07-29,Active
721,2885,Education Loan,1050916,12.89,2020-09-17,Active
722,5913,Education Loan,3715846,9.75,2019-12-10,Closed
723,3254,Education Loan,4285524,10.03,2020-12-05,Active
724,5152,Education Loan,3070607,14.62,2018-07-18,Active
725,2376,Home Loan,2672817,8.52,2019-04-26,Active
726,187,Education Loan,4119937,9.92,2023-05-16,Active
727,219,Personal Loan,2219715,9.26,2021-09-01,Active
728,4702,Home Loan,1512579,8.28,2020-08-12,Active
729,3689,Home Loan,3715615,14.44,2020-10-02,Active
730,1131,Personal Loan,4079038,11.28,2022-08-22,Active
731,3576,Car Loan,1725621,10.89,2021-03-08,Closed
732,5046,Home Loan,4193955,14.06,2020-07-20,Active
733,230,Car Loan,4716463,6.75,2018-04-09,Default
734,2538,Car Loan,1575695,12.93,2021-04-25,Closed
735,1303,Personal Loan,1331774,8.96,2018-01-06,Closed
736,1779,Car Loan,1396658,8.19,2020-10-18,Default
737,2697,Personal Loan,1141403,13.12,2023-02-23,Active
738,1853,Education Loan,4811581,8.31,2018-08-19,Default
739,2324,Car Loan,3436155,8.89,2018-09-01,Active
740,3741,Personal Loan,2425160,15.27,2019-06-30,Default
741,2422,Home Loan,577686,10.18,2018-04-24,Default
742,740,Personal Loan,2961836,13.09,2021-02-16,Closed
743,3296,Home Loan,628552,6.6,2019-10-18,Active
744,5907,Education Loan,2317078,11.5,2021-03-03,Active
745,2685,Home Loan,1499663,11.57,2023-02-19,Active
746,5534,Personal Loan,2327118,11.66,2019-11-16,Active
747,3429,Personal Loan,4132532,14.25,2022-01-02,Active
748,2444,Education Loan,2608436,11.64,2019-11-20,Active
749,131,Home Loan,1649921,15.15,2018-11-26,Closed
750,2365,Home Loan,3375907,8.56,2019-12-23,Active
751,669,Car Loan,1909338,12.43,2019-08-20,Active
752,1638,Personal Loan,2425114,12.41,2018-03-06,Active
753,4634,Car Loan,1316389,10.66,2021-04-06,Closed
754,3023,Home Loan,4406114,12.55,2018-05-24,Closed
755,3364,Personal Loan,3833771,7.44,2018-11-26,Closed
756,4261,Home Loan,1275878,12.49,2022-01-28,Active
757,1713,Education Loan,3400461,13.37,2023-02-05,Active
758,4505,Home Loan,1459810,8.85,2022-06-07,Closed
759,4466,Home Loan,251159,9.16,2020-01-04,Active
760,2612,Personal Loan,2160004,13.12,2020-07-31,Active
761,2656,Home Loan,3189660,13.42,2021-11-01,Default
762,3378,Education Loan,1291106,14.57,2018-11-20,Active
763,1314,Home Loan,2281311,6.59,2023-05-24,Closed
764,1863,Home Loan,4853785,14.44,2020-10-12,Closed
765,4716,Car Loan,4572748,7.44,2019-12-15,Active
766,3290,Car Loan,1851611,13.12,2019-06-14,Active
767,3275,Education Loan,3807101,14.3,2019-11-01,Active
768,2502,Car Loan,332816,14.35,2018-09-02,Closed
769,3652,Car Loan,3444122,14.4,2022-10-05,Active
770,3499,Personal Loan,2853544,9.34,2018-02-15,Active
771,5328,Home Loan,601715,13.22,2019-02-21,Active
772,4852,Personal Loan,4948855,6.88,2019-02-06,Default
773,1409,Education Loan,3433493,13.36,2020-04-25,Active
774,15,Education Loan,1168025,15.15,2018-11-05,Active
775,4020,Car Loan,837308,6.55,2021-11-21,Active
776,4414,Education Loan,691695,7.68,2018-04-16,Active
777,5402,Car Loan,3182398,13.19,2019-11-27,Active
778,936,Car Loan,2663989,7.73,2020-07-25,Active
779,5765,Education Loan,3877429,8.38,2022-04-22,Active
780,5719,Education Loan,4414210,14.34,2019-07-22,Active
781,5241,Home Loan,1328931,12.02,2018-12-11,Closed
782,3563,Home Loan,4555601,9.14,2023-04-08,Active
783,5670,Personal Loan,1639205,7.78,2020-05-08,Closed
784,3450,Education Loan,4097999,10.84,2020-05-07,Active
785,1084,Personal Loan,865230,10.26,2022-01-20,Active
786,1360,Home Loan,4387102,7.99,2021-11-14,Active
787,5978,Education Loan,2211195,11.13,2020-06-08,Active
788,3063,Education Loan,4918172,8.2,2022-05-12,Active
789,20,Car Loan,277903,8.36,2019-04-21,Closed
790,2253,Car Loan,3822941,15.22,2021-07-26,Active
791,5365,Car Loan,4993270,7.84,2018-08-23,Active
792,5089,Education Loan,1411974,7.4,2022-10-06,Active
793,2010,Car Loan,3202896,14.52,2023-05-14,Active
794,5305,Personal Loan,3814677,8.57,2022-10-14,Active
795,3813,Car Loan,847557,12.27,2019-04-06,Active
796,4060,Education Loan,4314577,12.35,2018-01-31,Active
797,2456,Personal Loan,2100809,11.0,2018-10-03,Closed
798,2479,Car Loan,3580954,8.39,2018-10-09,Active
799,3439,Home Loan,3959197,7.44,2021-11-13,Active
800,371,Education Loan,4045671,9.99,2022-12-06,Default
801,308,Education Loan,4267174,9.71,2021-07-03,Active
802,2046,Personal Loan,3071835,7.08,2022-04-08,Active
803,3728,Personal Loan,1102938,9.54,2020-04-09,Active
804,2906,Home Loan,1032103,11.12,2022-10-16,Active
805,2307,Home Loan,1790126,6.58,2021-11-06,Active
806,3549,Car Loan,3720958,12.05,2021-12-20,Active
807,3584,Education Loan,551351,12.41,2021-04-22,Active
808,1300,Car Loan,4859021,13.54,2020-06-25,Active
809,5681,Education Loan,4437653,15.38,2019-05-12,Active
810,3560,Home Loan,1931086,14.38,2020-12-02,Closed
811,1588,Education Loan,736260,9.09,2020-07-24,Active
812,4518,Car Loan,732268,7.28,2020-11-18,Active
813,5048,Personal Loan,3825740,8.33,2018-03-04,Active
814,1029,Education Loan,913938,11.66,2021-06-16,Active
815,4509,Education Loan,2945177,6.72,2019-06-23,Active
816,1088,Education Loan,3214040,10.32,2022-12-27,Active
817,1335,Car Loan,4696208,8.46,2020-09-04,Active
818,388,Home Loan,4879885,12.6,2019-10-20,Active
819,2912,Car Loan,2480092,7.56,2023-05-01,Active
820,2399,Home Loan,4544484,6.59,2021-01-24,Closed
821,4259,Personal Loan,730541,12.43,2023-01-14,Default
822,4210,Personal Loan,1870364,12.14,2021-06-11,Active
823,552,Car Loan,4105395,10.43,2019-10-30,Active
824,5222,Car Loan,3886133,14.43,2022-01-14,Active
825,2351,Personal Loan,4117402,8.46,2022-06-01,Active
826,4965,Education Loan,2663683,8.96,2021-10-25,Active
827,5663,Home Loan,4731410,15.24,2022-05-20,Active
828,1717,Personal Loan,1366965,10.38,2019-05-24,Active
829,1947,Education Loan,1508600,6.64,2021-11-17,Active
830,1623,Education Loan,884581,13.7,2022-01-03,Active
831,4213,Personal Loan,356922,8.76,2021-10-20,Default
832,4276,Car Loan,2266104,7.97,2018-07-26,Active
833,108,Personal Loan,1087855,8.02,2018-09-27,Active
834,4916,Education Loan,3977744,14.51,2020-01-01,Active
835,3407,Education Loan,4468981,14.39,2020-12-18,Active
836,5765,Car Loan,1839294,8.27,2023-01-12,Active
837,4864,Personal Loan,2425886,7.84,2021-08-19,Closed
838,5140,Personal Loan,881534,12.32,2019-08-14,Active
839,258,Car Loan,3541259,7.55,2022-01-06,Active
840,3377,Personal Loan,1263826,12.7,2021-10-10,Default
841,3086,Car Loan,4181151,9.97,2022-05-02,Closed
842,562,Personal Loan,4837005,6.56,2019-08-24,Active
843,2860,Education Loan,3468699,7.59,2020-07-18,Active
844,1192,Education Loan,4156922,6.95,2018-04-07,Closed
845,5832,Education Loan,331017,11.39,2020-09-29,Active
846,4683,Home Loan,3302075,7.8,2023-02-25,Active
847,4581,Car Loan,1916267,12.1,2019-06-12,Active
848,1953,Car Loan,531488,9.12,2019-10-16,Closed
849,3786,Education Loan,2108742,11.08,2018-05-27,Active
850,4826,Car Loan,1313730,7.69,2019-11-07,Closed
851,2557,Home Loan,2039091,11.79,2022-08-04,Active
852,975,Personal Loan,2731292,7.52,2021-01-22,Closed
853,3480,Home Loan,4537177,7.17,2021-03-17,Active
854,5093,Car Loan,4847613,10.94,2018-10-05,Active
855,530,Personal Loan,4137447,11.15,2019-09-12,Closed
856,4801,Education Loan,1363863,10.8,2021-12-31,Active
857,2276,Personal Loan,4220488,8.63,2019-08-23,Active
858,96,Car Loan,4453700,12.65,2018-10-30,Active
859,3884,Education Loan,1936088,6.82,2018-09-03,Active
860,5813,Personal Loan,290643,13.19,2020-08-11,Active
861,3630,Personal Loan,4886167,10.75,2022-03-11,Closed
862,1715,Education Loan,3855764,7.73,2020-12-11,Active
863,335,Education Loan,4773544,6.54,2018-10-30,Active
864,552,Home Loan,4033786,13.51,2020-02-02,Active
